,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"alpha[Peralta, David]",-2.428,0.155,-2.725,-2.15,0.002,0.002,5177.0,5160.0,1.0
"alpha[Happ, Ian]",-1.94,0.139,-2.194,-1.678,0.002,0.001,5594.0,5602.0,1.0
"alpha[McCutchen, Andrew]",-2.506,0.19,-2.864,-2.154,0.002,0.002,6318.0,6089.0,1.0
"alpha[White, Eli]",-1.572,0.223,-1.976,-1.155,0.003,0.002,7394.0,6520.0,1.0
"alpha[Solak, Nick]",-2.626,0.268,-3.113,-2.116,0.003,0.003,6304.0,5984.0,1.0
"alpha[Díaz, Aledmys]",-2.074,0.314,-2.634,-1.46,0.004,0.003,7949.0,6173.0,1.0
"alpha[Nimmo, Brandon]",-1.637,0.134,-1.889,-1.389,0.002,0.001,5933.0,5997.0,1.0
"alpha[Chavis, Michael]",-2.406,0.403,-3.169,-1.64,0.004,0.005,10570.0,6429.0,1.0
"alpha[Locastro, Tim]",-1.964,0.244,-2.415,-1.493,0.003,0.002,6252.0,6195.0,1.0
"alpha[Mercado, Óscar]",-2.048,0.196,-2.424,-1.692,0.002,0.002,8100.0,5907.0,1.0
"alpha[Luplow, Jordan]",-2.448,0.22,-2.853,-2.022,0.003,0.002,7224.0,6223.0,1.0
"alpha[Osuna, José]",-1.92,0.427,-2.762,-1.165,0.004,0.005,9691.0,5516.0,1.0
"alpha[Edman, Tommy]",-1.779,0.213,-2.195,-1.387,0.003,0.002,7066.0,5843.0,1.0
"alpha[Bonifacio, Jorge]",-2.213,0.308,-2.802,-1.643,0.003,0.004,7938.0,4995.0,1.0
"alpha[Gordon, Alex]",-2.369,0.308,-2.945,-1.787,0.003,0.003,8415.0,6463.0,1.0
"alpha[Upton, Justin]",-2.391,0.24,-2.833,-1.941,0.003,0.002,6895.0,5923.0,1.0
"alpha[Lopes, Tim]",-2.705,0.344,-3.349,-2.062,0.004,0.004,6311.0,5701.0,1.0
"alpha[Duggar, Steven]",-1.548,0.212,-1.933,-1.14,0.002,0.002,7436.0,5980.0,1.0
"alpha[Dickerson, Alex]",-2.406,0.236,-2.842,-1.959,0.003,0.002,6768.0,5833.0,1.0
"alpha[Reyes, Victor]",-1.992,0.181,-2.343,-1.659,0.002,0.002,7246.0,6223.0,1.0
"alpha[Ward, Taylor]",-2.347,0.161,-2.645,-2.048,0.002,0.002,5120.0,5541.0,1.0
"alpha[Bishop, Braden]",-2.079,0.403,-2.863,-1.348,0.004,0.005,8606.0,5777.0,1.0
"alpha[Kemp, Tony]",-2.134,0.193,-2.504,-1.775,0.002,0.002,6774.0,5740.0,1.0
"alpha[Marmolejos, José]",-2.299,0.331,-2.9,-1.662,0.003,0.004,9172.0,6230.0,1.0
"alpha[Puello, César]",-2.16,0.461,-3.018,-1.292,0.005,0.005,9821.0,5990.0,1.0
"alpha[Lin, Tzu-Wei]",-2.312,0.396,-3.039,-1.56,0.004,0.005,9761.0,5958.0,1.0
"alpha[Stewart, Christin]",-2.287,0.352,-2.948,-1.632,0.004,0.004,8977.0,6035.0,1.0
"alpha[O'Neill, Tyler]",-2.362,0.171,-2.686,-2.049,0.002,0.002,5622.0,5410.0,1.0
"alpha[Taylor, Michael A.]",-1.339,0.124,-1.573,-1.105,0.002,0.001,6324.0,6292.0,1.0
"alpha[Smith, Dominic]",-2.566,0.256,-3.039,-2.083,0.003,0.003,6070.0,5904.0,1.0
"alpha[Stewart, DJ]",-2.837,0.213,-3.232,-2.435,0.003,0.002,6513.0,6219.0,1.0
"alpha[Jiménez, Eloy]",-2.098,0.23,-2.541,-1.68,0.003,0.002,7327.0,6245.0,1.0
"alpha[Heath, Nick]",-1.327,0.379,-2.097,-0.671,0.004,0.004,8849.0,6122.0,1.0
"alpha[Castro, Harold]",-1.961,0.341,-2.581,-1.302,0.004,0.004,8607.0,6175.0,1.0
"alpha[Maybin, Cameron]",-2.259,0.352,-2.931,-1.627,0.004,0.004,7675.0,6099.0,1.0
"alpha[Hilliard, Sam]",-2.317,0.186,-2.666,-1.963,0.002,0.002,7128.0,6518.0,1.0
"alpha[Fraley, Jake]",-2.017,0.18,-2.356,-1.677,0.002,0.002,5413.0,5858.0,1.0
"alpha[Smith, Pavin]",-2.418,0.204,-2.797,-2.029,0.003,0.002,6221.0,6316.0,1.0
"alpha[Mountcastle, Ryan]",-2.643,0.318,-3.282,-2.087,0.004,0.003,7149.0,5433.0,1.0
"alpha[Dixon, Brandon]",-1.765,0.421,-2.539,-0.938,0.004,0.005,9920.0,5939.0,1.0
"alpha[Oliva, Jared]",-2.311,0.36,-2.978,-1.62,0.004,0.004,7636.0,5679.0,1.0
"alpha[Olivares, Edward]",-2.514,0.205,-2.893,-2.127,0.003,0.002,6462.0,6118.0,1.0
"alpha[Ozuna, Marcell]",-2.218,0.22,-2.633,-1.806,0.002,0.002,7965.0,6553.0,1.0
"alpha[Robertson, Daniel]",-2.116,0.489,-3.013,-1.186,0.005,0.006,11397.0,6164.0,1.0
"alpha[Ruf, Darin]",-2.368,0.266,-2.86,-1.857,0.003,0.003,7455.0,5860.0,1.0
"alpha[Soto, Juan]",-2.46,0.143,-2.736,-2.192,0.002,0.001,5581.0,5858.0,1.0
"alpha[Moniak, Mickey]",-1.493,0.21,-1.894,-1.114,0.003,0.002,6444.0,5752.0,1.0
"alpha[McNeil, Jeff]",-2.098,0.208,-2.471,-1.686,0.003,0.002,6516.0,6204.0,1.0
"alpha[Frazier, Adam]",-2.197,0.279,-2.718,-1.671,0.003,0.003,8331.0,5817.0,1.0
"alpha[Moore, Dylan]",-2.048,0.21,-2.426,-1.633,0.003,0.002,6990.0,6462.0,1.0
"alpha[Calhoun, Willie]",-2.396,0.299,-2.986,-1.853,0.003,0.003,8095.0,6050.0,1.0
"alpha[Haseley, Adam]",-1.985,0.275,-2.5,-1.467,0.003,0.003,8769.0,6124.0,1.0
"alpha[Martinez, J.D.]",-2.717,0.304,-3.301,-2.16,0.004,0.003,7463.0,5890.0,1.0
"alpha[Tsutsugo, Yoshi]",-2.49,0.321,-3.09,-1.86,0.004,0.003,6644.0,5646.0,1.0
"alpha[Wade Jr., LaMonte]",-2.093,0.234,-2.542,-1.661,0.003,0.003,8485.0,5975.0,1.0
"alpha[Winker, Jesse]",-2.551,0.189,-2.905,-2.19,0.002,0.002,6177.0,5832.0,1.0
"alpha[Brinson, Lewis]",-2.418,0.225,-2.856,-2.016,0.003,0.002,7514.0,6252.0,1.0
"alpha[Fuentes, Joshua]",-2.102,0.489,-2.991,-1.168,0.005,0.006,9419.0,6383.0,1.0
"alpha[Dahl, David]",-2.537,0.248,-3.009,-2.076,0.003,0.003,6816.0,6054.0,1.0
"alpha[Demeritte, Travis]",-2.03,0.294,-2.579,-1.474,0.003,0.003,8898.0,5940.0,1.0
"alpha[Rodríguez, Sean]",-2.15,0.47,-3.048,-1.293,0.004,0.006,12570.0,5944.0,1.0
"alpha[Muñoz, Yairo]",-2.33,0.387,-3.06,-1.601,0.004,0.005,8869.0,5631.0,1.0
"alpha[Reynolds, Bryan]",-1.828,0.134,-2.075,-1.581,0.002,0.001,5764.0,5955.0,1.0
"alpha[Hernández, Enrique]",-1.491,0.165,-1.794,-1.164,0.002,0.002,6133.0,5598.0,1.0
"alpha[Dean, Austin]",-2.572,0.409,-3.378,-1.841,0.004,0.005,10733.0,6248.0,1.0
"alpha[Ravelo, Rangel]",-2.483,0.436,-3.321,-1.69,0.005,0.005,8422.0,5876.0,1.0
"alpha[Taylor, Tyrone]",-1.703,0.166,-2.004,-1.383,0.002,0.002,6689.0,5719.0,1.0
"alpha[Garlick, Kyle]",-2.766,0.263,-3.256,-2.274,0.003,0.003,6518.0,5951.0,1.0
"alpha[Peterson, Jace]",-2.558,0.295,-3.106,-2.002,0.003,0.003,8519.0,5496.0,1.0
"alpha[Andujar, Miguel]",-2.354,0.245,-2.826,-1.911,0.003,0.003,6640.0,6044.0,1.0
"alpha[Holt, Brock]",-2.337,0.404,-3.083,-1.576,0.004,0.005,9302.0,6073.0,1.0
"alpha[Joyce, Matt]",-2.406,0.292,-2.967,-1.867,0.003,0.003,8077.0,6540.0,1.0
"alpha[Tauchman, Mike]",-1.843,0.196,-2.216,-1.485,0.002,0.002,6904.0,5117.0,1.0
"alpha[Martin, Jason]",-2.179,0.276,-2.702,-1.668,0.003,0.003,8778.0,6188.0,1.0
"alpha[Basabe, Luis Alexander]",-2.081,0.43,-2.855,-1.254,0.004,0.005,9185.0,5565.0,1.0
"alpha[Peraza, José]",-2.529,0.443,-3.339,-1.678,0.005,0.005,9233.0,5357.0,1.0
"alpha[Long Jr., Shed]",-2.366,0.351,-3.008,-1.7,0.004,0.004,8072.0,4870.0,1.0
"alpha[Rojas, Josh]",-2.305,0.303,-2.861,-1.722,0.003,0.003,8767.0,5943.0,1.0
"alpha[Thaiss, Matt]",-2.19,0.469,-3.055,-1.284,0.005,0.005,8467.0,5993.0,1.0
"alpha[Varsho, Daulton]",-1.781,0.147,-2.059,-1.505,0.002,0.001,5868.0,5968.0,1.0
"alpha[Strange-Gordon, Dee]",-2.097,0.409,-2.852,-1.318,0.004,0.005,9370.0,5826.0,1.0
"alpha[Heineman, Scott]",-1.744,0.354,-2.403,-1.084,0.004,0.004,8052.0,5527.0,1.0
"alpha[Choo, Shin-Soo]",-2.191,0.374,-2.912,-1.512,0.004,0.005,9164.0,5477.0,1.0
"alpha[Fisher, Derek]",-2.499,0.412,-3.287,-1.755,0.004,0.005,8710.0,5962.0,1.0
"alpha[Souza Jr., Steven]",-2.334,0.384,-3.077,-1.636,0.004,0.004,8078.0,5117.0,1.0
"alpha[Merrifield, Whit]",-2.208,0.19,-2.576,-1.863,0.002,0.002,6217.0,6324.0,1.0
"alpha[Ramírez, Harold]",-2.569,0.217,-2.972,-2.156,0.003,0.002,6786.0,5942.0,1.0
"alpha[Bruce, Jay]",-1.788,0.405,-2.536,-1.013,0.004,0.005,9364.0,5249.0,1.0
"alpha[Walker, Neil]",-2.21,0.482,-3.082,-1.263,0.005,0.006,10332.0,5744.0,1.0
"alpha[Barreto, Franklin]",-2.117,0.466,-2.999,-1.244,0.005,0.005,9458.0,6214.0,1.0
"alpha[Rooker, Brent]",-2.694,0.227,-3.128,-2.281,0.003,0.002,7189.0,5913.0,1.0
"alpha[Gosselin, Phil]",-2.406,0.283,-2.922,-1.865,0.003,0.003,9133.0,6330.0,1.0
"alpha[Haggerty, Sam]",-1.421,0.223,-1.84,-1.005,0.003,0.002,7115.0,5031.0,1.0
"alpha[Harrison, Josh]",-2.843,0.328,-3.446,-2.228,0.004,0.003,7894.0,6130.0,1.0
"alpha[Dozier, Hunter]",-2.676,0.221,-3.095,-2.273,0.003,0.002,6328.0,5552.0,1.0
"alpha[Alford, Anthony]",-2.279,0.269,-2.783,-1.774,0.003,0.003,7760.0,6051.0,1.0
"alpha[Verdugo, Alex]",-2.416,0.146,-2.698,-2.151,0.002,0.002,5650.0,5806.0,1.0
"alpha[Payton, Mark]",-2.301,0.407,-3.057,-1.553,0.004,0.005,9306.0,6301.0,1.0
"alpha[Goodwin, Brian]",-2.326,0.214,-2.706,-1.898,0.003,0.002,6623.0,5928.0,1.0
"alpha[Jay, Jon]",-1.993,0.367,-2.714,-1.333,0.004,0.004,10076.0,5864.0,1.0
"alpha[Santana, Domingo]",-2.191,0.373,-2.923,-1.526,0.004,0.004,8692.0,5562.0,1.0
"alpha[Mathias, Mark]",-2.024,0.397,-2.757,-1.247,0.004,0.004,9328.0,5924.0,1.0
"alpha[Pillar, Kevin]",-2.03,0.176,-2.367,-1.708,0.002,0.002,6882.0,6000.0,1.0
"alpha[Allen, Greg]",-2.133,0.25,-2.589,-1.665,0.003,0.003,7405.0,5746.0,1.0
"alpha[Williams, Mason]",-2.015,0.383,-2.707,-1.273,0.004,0.004,8463.0,6053.0,1.0
"alpha[Pache, Cristian]",-1.219,0.186,-1.561,-0.859,0.002,0.002,8586.0,6010.0,1.0
"alpha[Freeman, Mike]",-1.977,0.478,-2.857,-1.061,0.005,0.006,10440.0,5732.0,1.0
"alpha[Stubbs, Garrett]",-2.066,0.478,-2.937,-1.146,0.005,0.005,9940.0,6154.0,1.0
"alpha[González, Luis]",-2.396,0.24,-2.872,-1.97,0.003,0.003,7015.0,6234.0,1.0
"alpha[Pérez, Hernán]",-2.046,0.45,-2.862,-1.212,0.005,0.005,8912.0,5771.0,1.0
"alpha[Pence, Hunter]",-1.9,0.425,-2.745,-1.146,0.004,0.005,10419.0,5661.0,1.0
"alpha[Biggio, Cavan]",-2.273,0.283,-2.803,-1.741,0.003,0.003,10054.0,6271.0,1.0
"alpha[Smith Jr., Dwight]",-2.476,0.36,-3.2,-1.856,0.004,0.004,9052.0,6041.0,1.0
"alpha[Valaika, Pat]",-2.113,0.454,-3.018,-1.31,0.005,0.005,8788.0,5645.0,1.0
"alpha[Yastrzemski, Mike]",-1.968,0.143,-2.235,-1.702,0.002,0.002,6373.0,6302.0,1.0
"alpha[Zimmer, Bradley]",-1.273,0.2,-1.635,-0.892,0.002,0.002,8367.0,6724.0,1.0
"alpha[Bryant, Kris]",-2.679,0.205,-3.05,-2.284,0.003,0.002,4587.0,5831.0,1.0
"alpha[Velazquez, Andrew]",-2.082,0.455,-2.948,-1.24,0.005,0.005,7017.0,5138.0,1.0
"alpha[Mateo, Jorge]",-2.013,0.37,-2.716,-1.315,0.004,0.004,10138.0,5907.0,1.0
"alpha[Hampson, Garrett]",-1.847,0.187,-2.201,-1.501,0.002,0.002,7449.0,5806.0,1.0
"alpha[Benintendi, Andrew]",-2.219,0.153,-2.504,-1.932,0.002,0.002,6315.0,6687.0,1.0
"alpha[Refsnyder, Rob]",-2.159,0.205,-2.546,-1.773,0.002,0.002,6852.0,6348.0,1.0
"alpha[Kemp, Matt]",-2.099,0.478,-2.983,-1.218,0.005,0.006,10872.0,5553.0,1.0
"alpha[Slater, Austin]",-1.431,0.17,-1.75,-1.116,0.002,0.002,6178.0,6267.0,1.0
"alpha[Almonte, Abraham]",-2.337,0.287,-2.862,-1.79,0.004,0.003,6696.0,5871.0,1.0
"alpha[Brosseau, Mike]",-2.3,0.453,-3.081,-1.394,0.005,0.005,9141.0,5971.0,1.0
"alpha[Evans, Phillip]",-2.057,0.351,-2.739,-1.416,0.004,0.004,8629.0,5947.0,1.0
"alpha[Owings, Chris]",-2.328,0.378,-3.067,-1.65,0.004,0.005,10468.0,5010.0,1.0
"alpha[Mullins, Cedric]",-1.326,0.122,-1.547,-1.091,0.002,0.001,6592.0,6185.0,1.0
"alpha[García, Adolis]",-1.956,0.141,-2.219,-1.69,0.002,0.001,5943.0,5959.0,1.0
"alpha[Ervin, Phillip]",-1.948,0.338,-2.569,-1.305,0.004,0.004,9119.0,5865.0,1.0
"alpha[Hermosillo, Michael]",-1.747,0.299,-2.315,-1.193,0.003,0.003,8782.0,6225.0,1.0
"alpha[Davis, J.D.]",-2.754,0.417,-3.561,-1.989,0.005,0.005,7322.0,5324.0,1.0
"alpha[Mejia, Erick]",-2.215,0.47,-3.071,-1.315,0.005,0.005,8832.0,6376.0,1.0
"alpha[Johnson, Daniel]",-2.104,0.328,-2.726,-1.501,0.004,0.004,8281.0,6134.0,1.0
"alpha[Cordero, Franchy]",-2.352,0.237,-2.786,-1.898,0.003,0.003,8696.0,6308.0,1.0
"alpha[Delmonico, Nicky]",-2.426,0.445,-3.27,-1.59,0.005,0.005,9541.0,5905.0,1.0
"alpha[Marte, Starling]",-2.027,0.143,-2.281,-1.748,0.002,0.001,5738.0,6336.0,1.0
"alpha[Bonifácio, Emilio]",-2.102,0.477,-2.995,-1.196,0.004,0.006,11451.0,6184.0,1.0
"alpha[Hoerner, Nico]",-2.172,0.454,-3.044,-1.339,0.004,0.005,10290.0,5836.0,1.0
"alpha[Santander, Anthony]",-2.568,0.157,-2.866,-2.28,0.002,0.002,5615.0,6058.0,1.0
"alpha[Gamel, Ben]",-2.732,0.187,-3.064,-2.361,0.002,0.002,6132.0,5938.0,1.0
"alpha[McBroom, Ryan]",-2.264,0.482,-3.175,-1.375,0.005,0.006,8613.0,5935.0,1.0
"alpha[Reyes, Franmil]",-2.611,0.336,-3.229,-1.974,0.004,0.004,6930.0,5843.0,1.0
"alpha[McCarthy, Joe]",-2.388,0.447,-3.202,-1.536,0.005,0.005,9605.0,6118.0,1.0
"alpha[Alvarez, Yordan]",-2.806,0.228,-3.238,-2.385,0.003,0.002,6332.0,5427.0,1.0
"alpha[Santana, Danny]",-1.912,0.363,-2.571,-1.225,0.004,0.004,8166.0,6126.0,1.0
"alpha[Ramos, Henry]",-2.133,0.344,-2.768,-1.501,0.004,0.004,9306.0,5857.0,1.0
"alpha[Haase, Eric]",-2.05,0.316,-2.659,-1.473,0.004,0.004,6594.0,5931.0,1.0
"alpha[Miller, Brian]",-2.048,0.482,-2.928,-1.118,0.005,0.006,10640.0,6079.0,1.0
"alpha[Gallo, Joey]",-2.279,0.159,-2.583,-1.986,0.002,0.002,5984.0,5960.0,1.0
"alpha[Deichmann, Greg]",-2.206,0.449,-3.059,-1.355,0.004,0.005,10831.0,6048.0,1.0
"alpha[Rondon, José]",-2.246,0.42,-3.01,-1.442,0.004,0.005,9483.0,6290.0,1.0
"alpha[Nevin, Tyler]",-2.214,0.388,-2.935,-1.478,0.004,0.004,9138.0,6021.0,1.0
"alpha[Bell, Josh]",-2.371,0.436,-3.21,-1.568,0.004,0.005,9785.0,5609.0,1.0
"alpha[Hernández, Teoscar]",-2.235,0.149,-2.513,-1.949,0.002,0.001,5935.0,5768.0,1.0
"alpha[McKenna, Ryan]",-1.562,0.194,-1.941,-1.222,0.002,0.002,6508.0,6240.0,1.0
"alpha[Gordon, Nick]",-2.011,0.206,-2.41,-1.637,0.002,0.002,7136.0,5451.0,1.0
"alpha[Isbel, Kyle]",-1.257,0.162,-1.547,-0.942,0.002,0.002,7955.0,6329.0,1.0
"alpha[Marisnick, Jake]",-1.454,0.216,-1.85,-1.039,0.002,0.002,8528.0,5947.0,1.0
"alpha[Schrock, Max]",-2.217,0.365,-2.934,-1.561,0.004,0.004,9772.0,5493.0,1.0
"alpha[Friedl, TJ]",-1.569,0.18,-1.906,-1.23,0.002,0.002,7111.0,6424.0,1.0
"alpha[Ortega, Rafael]",-1.981,0.181,-2.317,-1.637,0.002,0.002,6185.0,5345.0,1.0
"alpha[Brown, Seth]",-2.068,0.177,-2.416,-1.753,0.002,0.002,6071.0,5872.0,1.0
"alpha[Herrera, Odúbel]",-1.443,0.176,-1.761,-1.098,0.002,0.002,7880.0,6364.0,1.0
"alpha[Stephenson, Tyler]",-2.331,0.478,-3.215,-1.441,0.005,0.005,8958.0,6473.0,1.0
"alpha[Peters, DJ]",-1.918,0.254,-2.38,-1.429,0.003,0.003,7970.0,6051.0,1.0
"alpha[Lagares, Juan]",-2.163,0.22,-2.569,-1.747,0.003,0.002,7155.0,6383.0,1.0
"alpha[Hernandez, Yadiel]",-2.348,0.216,-2.739,-1.931,0.003,0.002,6719.0,6328.0,1.0
"alpha[Dyson, Jarrod]",-1.822,0.23,-2.265,-1.416,0.003,0.003,7421.0,5593.0,1.0
"alpha[Castro, Willi]",-2.19,0.192,-2.556,-1.838,0.002,0.002,6920.0,6177.0,1.0
"alpha[Stanton, Giancarlo]",-2.511,0.231,-2.97,-2.099,0.003,0.003,6708.0,5924.0,1.0
"alpha[Nootbaar, Lars]",-2.213,0.174,-2.545,-1.892,0.002,0.002,6207.0,5275.0,1.0
"alpha[Hamilton, Billy]",-1.431,0.299,-1.989,-0.857,0.003,0.003,9220.0,5612.0,1.0
"alpha[DeShields, Delino]",-1.931,0.266,-2.427,-1.428,0.003,0.003,9414.0,6066.0,1.0
"alpha[Martini, Nick]",-2.597,0.373,-3.324,-1.921,0.004,0.004,9557.0,6163.0,1.0
"alpha[Cameron, Daz]",-2.116,0.248,-2.592,-1.663,0.003,0.003,7052.0,6485.0,1.0
"alpha[Baddoo, Akil]",-1.783,0.157,-2.075,-1.488,0.002,0.002,5946.0,5923.0,1.0
"alpha[Rojas, Jose]",-2.164,0.315,-2.771,-1.592,0.003,0.003,9089.0,5976.0,1.0
"alpha[McCormick, Chas]",-1.473,0.146,-1.747,-1.196,0.002,0.001,6069.0,6462.0,1.0
"alpha[Wisdom, Patrick]",-2.73,0.31,-3.299,-2.126,0.003,0.003,9690.0,6307.0,1.0
"alpha[Bolt, Skye]",-1.796,0.268,-2.28,-1.28,0.003,0.003,8382.0,6231.0,1.0
"alpha[Wong, Kean]",-2.182,0.421,-2.961,-1.36,0.004,0.005,10033.0,5005.0,1.0
"alpha[Meyers, Jake]",-1.355,0.177,-1.684,-1.032,0.002,0.002,8082.0,6774.0,1.0
"alpha[Arraez, Luis]",-2.434,0.359,-3.087,-1.754,0.004,0.004,8627.0,5602.0,1.0
"alpha[Bauers, Jake]",-2.644,0.246,-3.087,-2.169,0.003,0.003,5563.0,6000.0,1.0
"alpha[Lux, Gavin]",-2.37,0.285,-2.919,-1.852,0.003,0.003,7180.0,5831.0,1.0
"alpha[Vilade, Ryan]",-2.297,0.491,-3.218,-1.369,0.005,0.006,8712.0,5496.0,1.0
"alpha[Wade, Tyler]",-2.09,0.338,-2.714,-1.461,0.004,0.004,8868.0,6015.0,1.0
"alpha[Siri, Jose]",-1.321,0.168,-1.62,-0.993,0.002,0.002,7816.0,5579.0,1.0
"alpha[Vierling, Matt]",-1.955,0.171,-2.284,-1.638,0.002,0.002,7085.0,6049.0,1.0
"alpha[De La Cruz, Bryan]",-2.221,0.167,-2.539,-1.913,0.002,0.002,5679.0,5515.0,1.0
"alpha[Rivas III, Alfonso]",-2.258,0.427,-3.045,-1.455,0.005,0.005,8895.0,5999.0,1.0
"alpha[Adell, Jo]",-2.321,0.197,-2.684,-1.946,0.002,0.002,7134.0,5570.0,1.0
"alpha[Lowe, Josh]",-2.264,0.211,-2.664,-1.879,0.003,0.002,6934.0,6152.0,1.0
"alpha[Myers, Wil]",-2.316,0.192,-2.684,-1.96,0.002,0.002,6578.0,5622.0,1.0
"alpha[Sheets, Gavin]",-2.613,0.222,-3.029,-2.193,0.003,0.002,7117.0,6098.0,1.0
"alpha[Gonzalez, Romy]",-1.9,0.46,-2.75,-1.026,0.005,0.005,9089.0,5869.0,1.0
"alpha[Ruiz, Rio]",-2.107,0.479,-3.029,-1.252,0.005,0.005,10187.0,6146.0,1.0
"alpha[Naquin, Tyler]",-2.381,0.181,-2.713,-2.025,0.002,0.002,5700.0,5432.0,1.0
"alpha[Vaughn, Andrew]",-2.701,0.207,-3.1,-2.317,0.003,0.002,6331.0,5928.0,1.0
"alpha[Alfaro, Jorge]",-2.436,0.403,-3.195,-1.696,0.004,0.005,8787.0,5673.0,1.0
"alpha[Fairchild, Stuart]",-1.767,0.223,-2.174,-1.335,0.002,0.002,8500.0,6160.0,1.0
"alpha[Davis, Khris]",-1.971,0.457,-2.811,-1.11,0.004,0.005,10360.0,6129.0,1.0
"alpha[Joe, Connor]",-2.457,0.204,-2.834,-2.07,0.003,0.002,6249.0,5617.0,1.0
"alpha[Reyes, Pablo]",-2.094,0.494,-2.987,-1.133,0.004,0.006,12280.0,5418.0,1.0
"alpha[Arcia, Orlando]",-2.038,0.367,-2.744,-1.391,0.004,0.004,10001.0,6405.0,1.0
"alpha[Thomas, Lane]",-2.167,0.15,-2.439,-1.88,0.002,0.002,5630.0,5753.0,1.0
